paradise	1850	0.0504175527211	28.652540486	N/A
dallas	1840	0.0501450254091	28.7026855114	USA
tx	1835	0.0500087617531	28.7526942731	USA
kuala lumpur	1834	0.0499815090219	28.8026757822	MAL
belfast	1834	0.0499815090219	28.8526572912	ENG
durban	1830	0.0498724980971	28.9025297893	SAF
belgium	1815	0.0494637071291	28.9519934964	BEL
d m v	1814	0.0494364543979	29.0014299508	?
oregon	1806	0.0492184325483	29.0506483834	USA
arkansas	1798	0.0490004106987	29.0996487941	USA
kuwait	1796	0.0489459052363	29.1485946993	KWT
tokyo	1781	0.0485371142682	29.1971318136	JPN
columbus oh	1764	0.0480738178378	29.2452056314	USA
brighton	1763	0.0480465651066	29.2932521965	ENG
milwaukee wi	1757	0.0478830487194	29.3411352452	USA
miami florida	1753	0.0477740377946	29.388909283	USA
pretoria south africa	1736	0.0473107413642	29.4362200244	SAF
portland oregon	1735	0.047283488633	29.483503513	USA
hong kong	1723	0.0469564558586	29.5304599689	CHN
kent	1720	0.046874697665	29.5773346665	ENG
st louis	1711	0.0466294230842	29.6239640896	ENG
dmv	1702	0.0463841485034	29.6703482381	?
cleveland ohio	1693	0.0461388739226	29.716487112	USA
philly	1691	0.0460843684602	29.7625714805	USA
detroit mi	1684	0.0458935993418	29.8084650798	USA
mars	1681	0.0458118411482	29.854276921	N/A
tokyo japan	1679	0.0457573356858	29.9000342567	JPN
indianapolis	1669	0.0454848083738	29.9455190651	USA
abuja nigeria	1662	0.0452940392554	29.9908131043	NIG
south florida	1661	0.0452667865242	30.0360798908	USA
newcastle upon tyne	1651	0.0449942592122	30.08107415 ENG	
chile	1649	0.0449397537498	30.1260139038	CHI
the netherlands	1648	0.0449125010186	30.1709264048	HOL
berlin	1642	0.0447489846314	30.2156753894	GER
missouri	1637	0.0446127209754	30.2602881104	USA
mnl	1626	0.0443129409322	30.3046010514	N/A
rochester ny	1621	0.0441766772762	30.3487777286	USA
bandung	1618	0.0440949190826	30.3928726477	INS
minneapolis	1617	0.0440676663514	30.4369403141	USA
ct	1615	0.044013160889	30.480953475	USA
america	1608	0.0438223917705	30.5247758667	N/A
manila	1605	0.0437406335769	30.5685165003	PHI
richmond va	1604	0.0437133808457	30.6122298811	USA
va	1595	0.0434681062649	30.6556979874	USA
denver colorado	1595	0.0434681062649	30.6991660937	USA
pa	1590	0.0433318426089	30.7424979363	USA
here	1575	0.0429230516409	30.7854209879	N/A
atl	1570	0.0427867879849	30.8282077759	USA
baltimore	1568	0.0427322825225	30.8709400584	USA
bangkok thailand	1562	0.0425687661353	30.9135088246	THA
mexico city	1549	0.0422144806297	30.9557233052	MEX
hyderabad	1548	0.0421872278985	30.9979105331	IND
kansas city	1546	0.0421327224361	31.0400432555	USA
buenos aires argentina	1544	0.0420782169737	31.0821214725	ARG
glasgow scotland	1539	0.0419419533177	31.1240634258	SCO
brisbane	1537	0.0418874478553	31.1659508737	AUS
san antonio texas	1526	0.0415876678121	31.2075385415	USA
washington	1515	0.0412878877689	31.2488264293	USA
lima peru	1514	0.0412606350377	31.2900870643	PER
pune	1499	0.0408518440697	31.3309389084	IND
espana	1493	0.0406883276825	31.3716272361	SPA
lebanon	1482	0.0403885476393	31.4120157837	LBN
cincinnati oh	1481	0.0403612949081	31.4523770786	USA
denver	1480	0.0403340421769	31.4927111208	USA
utah	1480	0.0403340421769	31.533045163	USA
southampton	1473	0.0401432730585	31.573188436	ENG
dc	1467	0.0399797566713	31.6131681927	USA
cincinnati ohio	1466	0.0399525039401	31.6531206966	USA
jacksonville fl	1464	0.0398979984777	31.6930186951	USA
coventry	1450	0.0395164602409	31.7325351553	ENG
toronto ontario canada	1446	0.0394074493161	31.7719426047	CAN
somewhere over the rainbow	1441	0.03927118566	31.8112137903	N/A
northern ireland	1433	0.0390531638104	31.8502669541	IRL
bangalore india	1430	0.0389714056168	31.8892383597	IND
kansas city mo	1423	0.0387806364984	31.9280189962	USA
spain	1422	0.0387533837672	31.96677238	SPA
knoxville tn	1418	0.0386443728424	32.0054167529	USA
world	1415	0.0385626146488	32.0439793675	N/A
norwich	1414	0.0385353619176	32.0825147294	ENG
portugal	1410	0.0384263509928	32.1209410804	POR
us	1401	0.038181076412	32.1591221568	USA
lexington ky	1400	0.0381538236808	32.1972759805	USA
nashville	1392	0.0379358018312	32.2352117823	USA
where the wild things are	1389	0.0378540436376	32.273065826	N/A
panama	1388	0.0378267909064	32.3108926169	PNM
finland	1382	0.0376632745192	32.3485558914	FIN
ca	1378	0.0375542635944	32.386110155	USA
ghana	1374	0.0374452526696	32.4235554077	GHA
cincinnati	1374	0.0374452526696	32.4610006603	USA
santiago chile	1370	0.0373362417448	32.4983369021	CHI
rhode island	1366	0.03722723082	32.5355641329	USA
dubai uae	1363	0.0371454726264	32.5727096055	EAU
caracas venezuela	1359	0.0370364617016	32.6097460672	VEN
sacramento ca	1358	0.0370092089704	32.6467552762	USA
karachi pakistan	1357	0.0369819562392	32.6837372324	PAK
