london	57130	1.55694853349	1.55694853349	ENG
GEOCOORDENATES	38596	1.05184641342	2.60879494691	N/A
new york	21820	0.594654594797	3.2034495417	USA
uk	18277	0.498098168153	3.70154770986	ENG
canada	16469	0.448825230143	4.15037294	CAN
usa	16432	0.447816879088	4.59818981909	USA
washington dc	16162	0.440458641664	5.03864846075	USA
toronto	14870	0.405248112953	5.4438965737	CAN
chicago	14254	0.388460430533	5.83235700424	USA
south africa	13925	0.379494281968	6.21185128621	SAF
texas	13783	0.375624394138	6.58747568034	USA
los angeles	13755	0.374861317664	6.96233699801	USA
california	13504	0.368020882133	7.33035788014	USA
indonesia	12435	0.338887712479	7.66924559262	INS
new york ny	11925	0.324988819567	7.99423441219	USA
philippines	10834	0.295256089827	8.28949050201	USA
england	10772	0.293566420493	8.58305692251	ENG
nyc	10750	0.292966860406	8.87602378291	USA
manchester	10700	0.291604223846	9.16762800676	ENG
los angeles ca	10631	0.289723785393	9.45735179215	USA
india	10541	0.287271039585	9.74462283174	IND
new york city	10355	0.282202031582	10.0268248633	USA
australia	9914	0.270183577123	10.2970084404	AUS
chicago il	9888	0.269475006111	10.5664834466	USA
london uk	9806	0.267240282153	10.8337237287	ENG
florida	8907	0.242740076804	11.0764638055	USA
new jersey	8705	0.237235025101	11.3136988306	USA
singapore	8305	0.226333932621	11.5400327632	SIG
atlanta ga	8117	0.221210419155	11.7612431824	USA
boston ma	7795	0.212435039709	11.9736782221	USA
nigeria	7753	0.211290424998	12.1849686471	NIG
earth	7671	0.20905570104	12.3940243481	N/A
mumbai	7200	0.196219664644	12.5902440128	IND
sydney australia	6957	0.189597250962	12.7798412637	AUS
ohio	6598	0.179813520461	12.9596547842	USA
worldwide	6575	0.179186707644	13.1388414918	N/A
united states	6553	0.178587147557	13.3174286394	USA
united kingdom	6520	0.177687807428	13.4951164468	ENG
nairobi kenya	6502	0.177197258266	13.6723137051	KEN
mexico	6335	0.172646052156	13.8449597573	MEX
cape town	6326	0.172400777575	14.0173605348	SAF
everywhere	6306	0.171855722951	14.1892162578	N/A
johannesburg	6303	0.171773964757	14.3609902225	S/A
michigan	6294	0.171528690177	14.5325189127	USA
houston tx	6279	0.171119899208	14.7036388119	USA
lagos nigeria	6244	0.170166053616	14.8738048655	NIG
melbourne australia	6219	0.169484735336	15.0432896009	AUS
boston	6127	0.166977484066	15.2102670849	USA
liverpool	5923	0.161417926901	15.3716850118	ENG
paris	5911	0.161090894127	15.532775906	FRA
ireland	5906	0.160954630471	15.6937305364	IRE
san francisco	5807	0.158256610082	15.8519871465	USA
washington d c	5760	0.156975731715	16.0089628782	USA
scotland	5714	0.15572210608	16.1646849843	SCO
malaysia	5639	0.15367815124	16.3183631356	MAL
sydney	5541	0.151007383582	16.4693705191	AUS
nairobi	5349	0.145774859192	16.6151453783	KEN
dallas tx	5168	0.140842114845	16.7559874932	USA
toronto canada	5130	0.139806511059	16.8957940042	CAN
san francisco ca	5002	0.136318161465	17.0321121657	USA
lagos	4978	0.135664095917	17.1677762616	NIG
johannesburg south africa	4972	0.135500579529	17.3032768411	SAF
melbourne	4964	0.13528255768	17.4385593988	AUS
brooklyn ny	4927	0.134274206625	17.5728336055	USA
austin tx	4879	0.132966075528	17.705799681	USA
new delhi	4717	0.128551133073	17.8343508141	IND
essex	4675	0.127406518363	17.9617573324	ENG
cape town south africa	4672	0.127324760169	18.0890820926	SAF
atlanta	4541	0.123754652382	18.212836745	USA
miami fl	4531	0.12348212507	18.33631887	USA
birmingham	4523	0.12326410322	18.4595829733	ENG
glasgow	4513	0.122991575908	18.5825745492	SCO
north carolina	4481	0.12211948851	18.7046940377	USA
seattle wa	4463	0.121628939348	18.826322977	USA
france	4352	0.118603886185	18.9449268632	FRA
philadelphia pa	4339	0.118249600679	19.0631764639	USA
jakarta indonesia	4287	0.116832458657	19.1800089225	INS
miami	4101	0.111763450654	19.2917723732	USA
maryland	4055	0.110509825018	19.4022821982	USA
jakarta	3993	0.108820155684	19.5111023539	INS
nashville tn	3932	0.107157739081	19.618260093	USA
istanbul	3918	0.106776200844	19.7250362938	TUR
indiana	3913	0.106639937188	19.831676231	USA
philadelphia	3888	0.105958618908	19.9376348499	USA
minnesota	3863	0.105277300628	20.0429121505	USA
colorado	3856	0.105086531509	20.1479986821	USA
venezuela	3832	0.104432465961	20.252431148	VEN
neverland	3786	0.103178840325	20.3556099883	USA
bangalore	3733	0.101734445572	20.4573444339	IND
pittsburgh pa	3642	0.0992544470325	20.5565988809	USA
ny	3618	0.0986003814837	20.6551992624	USA
seattle	3604	0.0982188432469	20.7534181057	USA
dublin	3561	0.0970469758053	20.8504650815	IRL
charlotte nc	3521	0.0959568665573	20.946421948	USA
san diego ca	3517	0.0958478556325	21.0422698037	USA
virginia	3506	0.0955480755893	21.1378178793	USA
houston texas	3473	0.0946487354596	21.2324666147	USA
leeds	3446	0.0939129117172	21.3263795264	ENG
georgia	3375	0.091977967802	21.4183574942	USA
dublin ireland	3373	0.0919234623396	21.5102809566	IRL
germany	3346	0.0911876385972	21.6014685952	GER
madrid	3235	0.0881625854339	21.6896311806	SPA
edinburgh	3211	0.0875085198851	21.7771397005	SCO
nj	3207	0.0873995089603	21.8645392095	USA
montreal	3186	0.0868272016051	21.9513664111	CAN
kenya	3139	0.0855463232386	22.0369127343	KEN
manila philippines	3133	0.0853828068514	22.1222955412	PHI
argentina	3095	0.0843472030658	22.2066427442	ARG
san diego	3083	0.0840201702914	22.2906629145	USA
dubai	3077	0.0838566539042	22.3745195684	IND
austin texas	3071	0.083693137517	22.4582127059	USA
denver co	3064	0.0835023683986	22.5417150743	USA
all around the world	3038	0.0827937973874	22.6245088717	N/A
arizona	3032	0.0826302810002	22.7071391527	USA
las vegas	3023	0.0823850064194	22.7895241591	USA
london england	2985	0.0813494026338	22.8708735618	ENG
global	2980	0.0812131389778	22.9520867007	N/A
dallas texas	2971	0.080967864397	23.0330545651	USA
bristol	2970	0.0809406116657	23.1139951768	ENG
orlando fl	2962	0.0807225898161	23.1947177666	USA
pennsylvania	2951	0.0804228097729	23.2751405764	USA
wisconsin	2885	0.0786241295137	23.3537647059	USA
houston	2875	0.0783516022017	23.4321163081	USA
massachusetts	2863	0.0780245694273	23.5101408775	USA
wonderland	2812	0.0766346801361	23.5867755577	N/A
mumbai india	2795	0.0761713837056	23.6629469414	IND
ontario canada	2792	0.076089625512	23.7390365669	CAN
brasil	2786	0.0759261091248	23.814962676	BRA
illinois	2778	0.0757080872752	23.8906707633	USA
alabama	2773	0.0755718236192	23.9662425869	USA
pittsburgh	2755	0.0750812744576	24.0413238614	USA
brooklyn	2743	0.0747542416832	24.1160781031	USA
tennessee	2742	0.074726988952	24.190805092	USA
sheffield	2741	0.0746997362208	24.2655048282	USA
planet earth	2715	0.0739911652096	24.3394959934	N/A
japan	2699	0.0735551215104	24.413051115	JPN
toronto on	2677	0.072955561424	24.4860066764	CAN
toronto ontario	2649	0.0721924849504	24.5581991613	CAN
newcastle	2632	0.07172918852	24.6299283498	ENG
los angeles california	2629	0.0716474303263	24.7015757802	USA
manchester uk	2619	0.0713749030143	24.7729506832	ENG
la	2571	0.0700667719167	24.8430174551	USA
connecticut	2565	0.0699032555295	24.9129207106	USA
kentucky	2544	0.0693309481743	24.9822516588	USA
nottingham	2532	0.0690039153999	25.0512555742	ENG
brazil	2526	0.0688403990127	25.1200959732	BRA
minneapolis mn	2491	0.0678865534207	25.1879825266	USA
pretoria	2486	0.0677502897647	25.2557328164	SAF
vancouver	2476	0.0674777624527	25.3232105789	CAN
cardiff	2469	0.0672869933343	25.3904975722	ENG
vancouver bc	2457	0.0669599605598	25.4574575328	CAN
new zealand	2456	0.0669327078286	25.5243902406	NZE
portland or	2454	0.0668782023662	25.5912684429	USA
paris france	2431	0.0662513895486	25.6575198325	FRA
south carolina	2427	0.0661423786238	25.7236622111	USA
jersey	2402	0.0654610603438	25.7891232715	USA
pakistan	2397	0.0653247966878	25.8544480681	PAK
new york new york	2383	0.064943258451	25.9193913266	USA
san antonio tx	2368	0.064534467483	25.9839257941	USA
baltimore md	2364	0.0644254565582	26.0483512506	USA
oklahoma	2342	0.0638258964718	26.1121771471	USA
sweden	2326	0.0633898527726	26.1755669999	SWE
barcelona	2316	0.0631173254606	26.2386843253	SPA
louisville ky	2311	0.0629810618046	26.3016653872	USA
cali	2306	0.0628447981486	26.3645101853	COL
southern california	2303	0.062763039955	26.4272732253	USA
delhi	2252	0.0613731506637	26.4886463759	IND
colombia	2247	0.0612368870077	26.5498832629	COL
columbus ohio	2246	0.0612096342765	26.6110928972	USA
phoenix az	2228	0.0607190851149	26.6718119823	USA
durban south africa	2215	0.0603647996093	26.7321767819	SAF
thailand	2195	0.0598197449853	26.7919965269	TAI
iowa	2190	0.0596834813293	26.8516800082	USA
tampa fl	2182	0.0594654594797	26.9111454677	USA
amsterdam	2177	0.0593291958237	26.9704746635	HOL
cairo egypt	2158	0.0588113939309	27.0292860575	EGY
raleigh nc	2157	0.0587841411997	27.0880701987	USA
buffalo ny	2129	0.0580210647261	27.1460912634	USA
ottawa	2126	0.0579393065325	27.2040305699	CAN
las vegas nv	2101	0.0572579882524	27.2612885582	USA
st louis mo	2093	0.0570399664028	27.3183285246	USA
wales	2089	0.056930955478	27.3752594801	WAL
egypt	2063	0.0562223844668	27.4314818645	EGY
puerto rico	2062	0.0561951317356	27.4876769963	PRI
italy	2030	0.0553230443372	27.5430000406	ITA
kansas	2014	0.054887000638	27.5978870412	USA
london united kingdom	1995	0.0543691987452	27.65225624	ENG
hogwarts	1994	0.054341946014	27.706598186	N/A
jamaica	1985	0.0540966714332	27.7606948574	JAM
narnia	1984	0.054069418702	27.8147642761	N/A
chennai	1980	0.0539604077772	27.8687246839	IND
louisiana	1975	0.0538241441212	27.922548828	USA
chicago illinois	1971	0.0537151331964	27.9762639612	USA
somewhere	1969	0.053660627734	28.029924589	N/A
leicester	1960	0.0534153531532	28.0833399421	ENG
indianapolis in	1949	0.0531155731099	28.1364555152	USA
nc	1940	0.0528702985291	28.1893258138	USA
atlanta georgia	1940	0.0528702985291	28.2421961123	USA
new delhi india	1922	0.0523797493675	28.2945758617	IND
brisbane australia	1897	0.0516984310875	28.3462742927	AUS
new orleans	1897	0.0516984310875	28.3979727238	USA
abuja	1895	0.0516439256251	28.4496166495	NIG
birmingham uk	1875	0.0510988710011	28.5007155205	ENG
memphis tn	1869	0.0509353546139	28.5516508751	USA
detroit	1852	0.0504720581835	28.6021229333	USA
